350	2.534E-05
351	1.478E-05
352	5.494E-05
353	4.22E-06
354	1.69E-05
355	2.744E-05
356	2.746E-05
357	1.056E-05
358	6.124E-05
359	1.268E-05
360	2.112E-05
361	2.11E-05
362	1.266E-05
363	1.9E-05
364	7.18E-05
365	1.9E-05
366	2.954E-05
367	1.266E-05
368	3.578E-05
369	3.366E-05
370	1.682E-05
371	8.42E-06
372	6.1E-05
373	1.472E-05
374	2.944E-05
375	5.468E-05
376	2.1E-06
377	1.892E-05
378	1.894E-05
379	6.3E-06
380	3.364E-05
381	6.098E-05
382	1.682E-05
383	5.88E-05
384	5.888E-05
385	1.052E-05
386	4.836E-05
387	3.154E-05
388	1.892E-05
389	2.522E-05
390	3.152E-05
391	2.46E-05
392	2.522E-05
393	8.192E-05
394	4.622E-05
395	9.664E-05
396	0.00013
397	0.00021
398	0.000307
399	0.000456
400	0.000642
401	0.000825
402	0.00104
403	0.00132
404	0.00175
405	0.00217
406	0.00261
407	0.00328
408	0.00394
409	0.00475
410	0.0057
411	0.00668
412	0.00767
413	0.00881
414	0.01001
415	0.01123
416	0.01251
417	0.01372
418	0.01481
419	0.01566
420	0.01614
421	0.01625
422	0.016
423	0.0154
424	0.01459
425	0.01398
426	0.01352
427	0.01357
428	0.01421
429	0.01547
430	0.01729
431	0.01967
432	0.02246
433	0.02559
434	0.02898
435	0.03256
436	0.03646
437	0.04053
438	0.04447
439	0.04835
440	0.05208
441	0.05554
442	0.05896
443	0.06221
444	0.06515
445	0.06786
446	0.07047
447	0.07278
448	0.07486
449	0.07682
450	0.0783
451	0.07947
452	0.08048
453	0.08105
454	0.0816
455	0.08191
456	0.082
457	0.08206
458	0.08204
459	0.08194
460	0.08194
461	0.08208
462	0.08224
463	0.08246
464	0.08278
465	0.08325
466	0.08383
467	0.08466
468	0.08545
469	0.08632
470	0.08729
471	0.08822
472	0.0892
473	0.09036
474	0.09131
475	0.09222
476	0.09316
477	0.0939
478	0.09466
479	0.09529
480	0.09569
481	0.09596
482	0.09599
483	0.0958
484	0.09573
485	0.09551
486	0.09517
487	0.0948
488	0.09474
489	0.09469
490	0.09482
491	0.09533
492	0.09595
493	0.09663
494	0.0978
495	0.09893
496	0.10028
497	0.1019
498	0.10338
499	0.10492
500	0.10662
501	0.10805
502	0.10965
503	0.11114
504	0.11245
505	0.11368
506	0.11481
507	0.11574
508	0.11668
509	0.11744
510	0.11793
511	0.11842
512	0.11873
513	0.11886
514	0.11889
515	0.11885
516	0.11861
517	0.11828
518	0.11798
519	0.11752
520	0.11709
521	0.11662
522	0.11605
523	0.11545
524	0.1149
525	0.11428
526	0.11362
527	0.11308
528	0.11237
529	0.11168
530	0.11113
531	0.11039
532	0.10981
533	0.10924
534	0.10859
535	0.10801
536	0.10756
537	0.10696
538	0.10639
539	0.10596
540	0.10552
541	0.10512
542	0.10476
543	0.10437
544	0.10401
545	0.10378
546	0.1035
547	0.10317
548	0.10292
549	0.10265
550	0.10241
551	0.10226
552	0.10207
553	0.10184
554	0.10185
555	0.10166
556	0.1016
557	0.10166
558	0.10164
559	0.10175
560	0.10182
561	0.10191
562	0.10212
563	0.10233
564	0.10256
565	0.10281
566	0.10311
567	0.10342
568	0.10374
569	0.10413
570	0.10453
571	0.10489
572	0.10538
573	0.10578
574	0.10631
575	0.10693
576	0.10743
577	0.10805
578	0.10866
579	0.10914
580	0.10982
581	0.11052
582	0.11113
583	0.11175
584	0.1124
585	0.11295
586	0.1135
587	0.1141
588	0.1146
589	0.11505
590	0.1156
591	0.11595
592	0.11625
593	0.11665
594	0.11682
595	0.11706
596	0.11733
597	0.11731
598	0.11739
599	0.11746
600	0.11739
601	0.11735
602	0.11722
603	0.11697
604	0.11678
605	0.11655
606	0.11621
607	0.11586
608	0.11542
609	0.11489
610	0.1144
611	0.11385
612	0.11321
613	0.11265
614	0.11208
615	0.11135
616	0.11068
617	0.11003
618	0.10923
619	0.10849
620	0.10774
621	0.10701
622	0.10624
623	0.10547
624	0.10475
625	0.10398
626	0.10333
627	0.10263
628	0.10189
629	0.10122
630	0.10053
631	0.09995
632	0.09944
633	0.0989
634	0.09846
635	0.09801
636	0.09756
637	0.09726
638	0.09701
639	0.09679
640	0.09667
641	0.09656
642	0.0965
643	0.09661
644	0.09677
645	0.09686
646	0.09703
647	0.09729
648	0.09752
649	0.09785
650	0.09819
